what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.ui,3.4.0.v20080530,org.eclipse.pde.ui,1248973824562
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080522-2200,org.eclipse.ui.views.log,1248973824562
started,bundle,com.aptana.ide.core,1.2.7.024747,com.aptana.ide.core,1248973824562
started,bundle,com.aptana.ide.core.ui,1.2.7.024747,com.aptana.ide.core.ui,1248973824562
started,bundle,com.aptana.ide.db.ui,1.2.7.024747,com.aptana.ide.db.ui,1248973824562
started,bundle,com.aptana.ide.debug.core,1.2.7.024747,com.aptana.ide.debug.core,1248973824562
started,bundle,com.aptana.ide.debug.ui,1.2.7.024747,com.aptana.ide.debug.ui,1248973824562
started,bundle,com.aptana.ide.documentation,1.2.7.024747,com.aptana.ide.documentation,1248973824562
started,bundle,com.aptana.ide.epl,1.2.7.024747,com.aptana.ide.epl,1248973824562
started,bundle,com.aptana.ide.extras,1.2.7.024747,com.aptana.ide.extras,1248973824562
started,bundle,com.aptana.ide.framework.jaxer,1.2.7.024747,com.aptana.ide.framework.jaxer,1248973824562
started,bundle,com.aptana.ide.framework.jaxer.server.macosx,1.2.7.024747,com.aptana.ide.framework.jaxer.server.macosx,1248973824562
started,bundle,com.aptana.ide.intro,1.2.7.024747,com.aptana.ide.intro,1248973824562
started,bundle,com.aptana.ide.samples,1.2.7.024747,com.aptana.ide.samples,1248973824562
started,bundle,com.aptana.ide.server,1.2.7.024747,com.aptana.ide.server,1248973824562
started,bundle,com.aptana.ide.server.cloud,1.2.7.024747,com.aptana.ide.server.cloud,1248973824562
started,bundle,com.aptana.ide.server.core,1.2.7.024747,com.aptana.ide.server.core,1248973824562
started,bundle,com.aptana.ide.server.jetty,1.2.7.024747,com.aptana.ide.server.jetty,1248973824562
started,bundle,com.aptana.ide.server.portal,1.2.7.024747,com.aptana.ide.server.portal,1248973824562
started,bundle,com.aptana.ide.ssh,1.2.7.024747,com.aptana.ide.ssh,1248973824562
started,bundle,com.aptana.ide.syncing,1.2.7.024747,com.aptana.ide.syncing,1248973824562
started,bundle,com.aptana.ide.update,1.2.7.024747,com.aptana.ide.update,1248973824562
started,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1248973825324
started,bundle,com.aptana.ide.professional.licensing,1.2.7.024688_200905101214,com.aptana.ide.professional.licensing,1248973827148
opened,editor,com.aptana.ide.server.portal,1.2.7.024747,com.aptana.ide.server.portal.ui.MyAptanaEditor,1248973857518
