what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui,1248317342501
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1248317342502
stopped,bundle,org.eclipse.jdt.launching.macosx,3.1.100.v20080422,org.eclipse.jdt.launching.macosx,1248317342503
stopped,bundle,org.eclipse.emf.mint.ui,0.7.0.v200806172223,org.eclipse.emf.mint.ui,1248317342506
stopped,bundle,org.eclipse.emf.search.codegen,0.7.0.v200806130939,org.eclipse.emf.search.codegen,1248317342507
stopped,bundle,org.eclipse.emf.search.genmodel.ui,0.7.0.v200806130939,org.eclipse.emf.search.genmodel.ui,1248317342507
stopped,bundle,org.eclipse.gmf.bridge.ui.dashboard,2.0.0.v20080417-1610,org.eclipse.gmf.bridge.ui.dashboard,1248317342507
stopped,bundle,org.eclipse.gmf.bridge.ui,1.1.100.v20080417-1610,org.eclipse.gmf.bridge.ui,1248317342508
stopped,bundle,org.eclipse.gmf.bridge,1.1.0.v20080528-1052,org.eclipse.gmf.bridge,1248317342508
stopped,bundle,org.eclipse.gmf.codegen.edit,2.1.0.v20080610-1132,org.eclipse.gmf.codegen.edit,1248317342511
stopped,bundle,org.eclipse.gmf.codegen,2.1.0.v20080610-1132,org.eclipse.gmf.codegen,1248317342512
stopped,bundle,org.eclipse.gmf.graphdef.codegen,2.0.100.v20080528-1052,org.eclipse.gmf.graphdef.codegen,1248317342512
stopped,bundle,org.eclipse.gmf.map.edit,2.1.0.v20080610-1132,org.eclipse.gmf.map.edit,1248317342513
stopped,bundle,org.eclipse.gmf.graphdef.edit,2.0.100.v20080610-1132,org.eclipse.gmf.graphdef.edit,1248317342515
stopped,bundle,org.eclipse.gmf.map,2.1.0.v20080521,org.eclipse.gmf.map,1248317342515
stopped,bundle,org.eclipse.gmf.tooldef.edit,2.0.0.v20080610-1132,org.eclipse.gmf.tooldef.edit,1248317342516
stopped,bundle,org.eclipse.gmf.tooldef,2.0.0.v20080417-1610,org.eclipse.gmf.tooldef,1248317342516
stopped,bundle,org.eclipse.gmf.common,1.1.1.v20080610-1132,org.eclipse.gmf.common,1248317342517
stopped,bundle,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui,1248317342517
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.bugzilla.ui,1248317342517
stopped,bundle,org.eclipse.mylyn.ide.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ui,1248317342517
stopped,bundle,org.eclipse.mylyn.team.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.team.ui,1248317342517
stopped,bundle,org.eclipse.mylyn.resources.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.resources.ui,1248317342517
stopped,bundle,org.eclipse.mylyn.context.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.context.ui,1248317342517
stopped,bundle,org.eclipse.mylyn.help.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.help.ui,1248317342517
