what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.1.0.v20080603-1553,org.eclipse.gmf.runtime.diagram.ui.render,1242680811915
started,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1242680811916
started,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.1.0.v20080610-1132,org.eclipse.gmf.runtime.draw2d.ui,1242680811916
started,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.1.0.v20080507-2230,org.eclipse.gmf.runtime.draw2d.ui.render,1242680811917
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.commands.core,1242680811917
started,bundle,org.eclipse.gmf.runtime.emf.core,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.core,1242680811918
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.type.core,1242680811918
started,bundle,org.eclipse.gmf.runtime.emf.type.ui,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.type.ui,1242680811918
started,bundle,org.eclipse.gmf.runtime.emf.ui,1.1.0.v20080516-1748,org.eclipse.gmf.runtime.emf.ui,1242680811919
started,bundle,org.eclipse.gmf.runtime.gef.ui,1.1.0.v20080503-1740,org.eclipse.gmf.runtime.gef.ui,1242680811920
started,bundle,org.eclipse.gmf.runtime.notation,1.1.0.v20080507-1326,org.eclipse.gmf.runtime.notation,1242680811920
started,bundle,org.eclipse.gmf.runtime.notation.edit,1.1.0.v20080507-1326,org.eclipse.gmf.runtime.notation.edit,1242680811920
started,bundle,org.eclipse.jet.ui,0.9.0.v20080527,org.eclipse.jet.ui,1242680811921
started,bundle,org.eclipse.m2m.atl.adt.wizard,2.0.0.v200806101117,org.eclipse.m2m.atl.adt.wizard,1242680811921
started,bundle,org.eclipse.ocl,1.2.0.v200806091438,org.eclipse.ocl,1242680811922
started,bundle,org.eclipse.ocl.ecore,1.2.0.v200805130238,org.eclipse.ocl.ecore,1242680811922
started,bundle,org.eclipse.pde.ui,3.4.0.v20080530,org.eclipse.pde.ui,1242680811923
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080522-2200,org.eclipse.ui.views.log,1242680811923
started,bundle,org.eclipse.uml2.common,1.4.0.v200805131030,org.eclipse.uml2.common,1242680811924
started,bundle,org.eclipse.uml2.common.edit,1.4.0.v200805131030,org.eclipse.uml2.common.edit,1242680811924
started,bundle,org.eclipse.uml2.diagram.activity,0.8.0.v200806112132,org.eclipse.uml2.diagram.activity,1242680811925
started,bundle,org.eclipse.uml2.diagram.clazz,0.8.0.v200806112132,org.eclipse.uml2.diagram.clazz,1242680811926
started,bundle,org.eclipse.uml2.diagram.common,0.8.0.v200806112132,org.eclipse.uml2.diagram.common,1242680811926
started,bundle,org.eclipse.uml2.diagram.component,0.8.0.v200806112132,org.eclipse.uml2.diagram.component,1242680811927
started,bundle,org.eclipse.uml2.diagram.csd,0.8.0.v200806112132,org.eclipse.uml2.diagram.csd,1242680811928
